141	10
151	11
157	3
168	8
170	10
172	10
179	1
223	10
224	10
225	10
234	10
236	10
243	8
252	4
274	9
303	10
311	14
322	7
331	10
332	10
335	9
359	10
388	8
395	2
408	1
409	1
411	1
427	9
441	6
442	6
445	8
454	6
455	6
460	12
461	12
468	10
469	10
476	10
477	10
478	10
479	10
482	10
483	10
492	10
505	10
531	13
535	13
593	10
630	10
632	10
640	10
643	9
650	9
674	6
683	4
687	2
691	1
692	3
698	8
721	2
725	8
726	12
728	12
739	10
740	9
743	9
785	3
795	1
798	1
803	6
808	10
813	10
821	4
824	4
856	2
873	8
881	12
883	12
884	12
887	8
888	8
892	1
896	1
908	10
909	10
910	10
914	6
1139	9
1140	6
1163	8
1168	11
1169	11
1172	7
1203	9
1229	10
1240	9
1258	9
1291	6
1295	8
1307	10
1308	10
1309	10
1321	10
1322	10
1340	10
1341	10
1342	10
1343	10
1344	10
1358	9
1363	10
1364	10
1367	2
1381	10
1382	6
1399	9
1415	14
1416	10
1449	6
1461	9
1462	9
1469	9
1491	2
1492	8
1524	10
1525	8
1535	3
1559	1
1568	7
1581	5
1588	6
1590	1
1594	6
1595	10
1596	10
1612	2
1615	4
1616	4
1630	1
1632	10
1637	4
1642	2
1645	6
1646	6
1655	8
1658	10
1659	10
1660	10
1662	1
1663	3
1669	10
1689	3
1691	3
1692	3
1694	10
1697	10
1728	9
1734	6
1743	3
1763	12
1793	9
1805	3
1816	2
1818	5
1821	6
1822	3
1826	3
1835	7
1857	8
1859	10
1862	10
1890	3
1893	10
1899	1
1900	1
1902	1
1903	14
1904	10
1905	10
1906	10
1915	10
1917	7
1918	7
1919	7
1920	7
1929	6
1931	10
1937	7
1938	6
1955	10
1958	10
1960	3
1961	3
1968	9
1971	9
1972	9
1974	9
1983	9
1992	6
1999	4
2000	2
2034	11
2035	11
2036	11
2037	11
2038	11
2039	11
2040	11
2041	9
2044	2
2048	2
2061	10
2067	11
2069	11
2071	12
2072	10
2081	7
2084	7
2096	3
2097	3
2098	3
2100	3
2101	3
2102	3
2103	3
2109	10
2110	10
2111	10
2112	10
2113	10
2116	10
2121	3
2126	4
2129	1
2131	4
2139	4
2140	4
2158	4
2163	10
2178	9
2182	10
2189	10
2223	8
2343	9
2366	10
2370	10
2372	10
2389	10
2392	2
2410	1
2424	8
2428	7
2437	12
2438	12
2439	12
2454	3
2455	3
2463	7
2465	7
2479	1
2483	10
2485	6
2487	6
2488	6
2489	6
2490	6
2491	6
2492	6
2493	6
2516	6
2518	11
2521	13
2522	13
2531	10
2532	10
2533	10
2544	6
2550	6
2551	1
2557	6
2558	4
2573	6
2576	10
2588	12
2604	3
2607	10
2621	2
2630	7
2651	9
2677	4
2684	9
2703	9
2729	10
2749	7
2750	3
2752	6
2768	1
2787	2
2790	2
2792	10
2820	7
2851	1
2870	6
2873	5
2879	5
2880	5
2881	5
2893	9
2918	11
2938	11
2956	7
2960	7
2963	7
2993	4
2998	7
3011	10
3030	8
3034	7
3049	10
3053	10
3067	5
3069	3
3071	7
3105	2
3106	2
3112	3
3117	5
3122	9
3138	9
3144	7
3147	10
3167	11
3168	11
3170	11
3175	3
3183	3
3185	3
3197	7
3214	10
3220	2
3227	1
3228	3
3230	9
3233	2
3246	3
3248	3
3249	10
3254	10
3297	8
3305	4
3308	13
3334	10
3345	10
3346	10
3350	4
3352	6
3353	6
3357	6
3389	4
3390	4
3402	3
3418	10
3423	6
3431	9
3441	8
3445	4
3474	7
3477	4
3489	11
3506	7
3511	14
3512	12
3514	11
3517	11
3521	9
3529	7
3531	9
3551	4
3552	4
3565	10
3567	3
3602	1
3617	5
3619	3
3622	3
3634	3
3635	3
3636	9
3637	9
3639	9
3640	10
3648	1
3651	1
3659	1
3664	10
3685	8
3718	9
3722	10
3725	10
3733	7
3736	12
3767	8
3800	12
3803	9
3808	6
3831	10
3832	13
3842	9
3844	9
3846	1
3855	3
3856	3
3859	9
3860	9
3861	9
3863	9
3889	1
3890	1
3900	7
3901	7
3910	9
3927	7
3957	7
3958	11
3959	11
3960	11
3961	11
3962	11
3974	9
3975	9
3977	9
3978	9
3980	9
4007	10
4013	7
4031	9
4122	7
4123	7
4131	5
4137	3
4148	4
4166	10
4173	9
4183	10
4185	10
4186	14
4199	10
4255	7
4289	9
4360	7
4375	2
4432	1
4448	10
4459	10
4482	7
4498	7
4511	4
4537	10
4542	7
4548	7
4573	10
4582	1
4586	10
4597	10
4603	10
4604	1
4612	13
4615	13
4618	13
4621	6
4622	6
4632	11
4644	7
4651	7
4658	3
4680	10
4682	1
4691	9
4697	1
4704	9
4709	10
4732	1
4737	10
4761	10
4767	7
4774	10
4782	1
4789	1
4795	11
4807	10
4809	10
4811	4
4824	1
4826	9
4832	9
4847	10
4861	9
4870	13
4873	13
4878	1
4882	1
4890	6
4923	3
4928	7
4929	1
4932	4
4933	1
4938	9
4958	10
4971	13
4975	10
4976	7
4980	10
4994	10
4995	3
4998	7
5004	10
5016	6
5025	1
5032	9
5035	9
5038	5
5039	2
5045	1
5047	4
5051	4
5068	6
5069	13
5070	7
5071	1
5073	10
5077	6
5080	10
5082	11
5085	1
5088	9
5090	10
5095	6
5096	9
5103	7
5104	2
5108	3
5112	4
5115	12
5116	10
5119	11
5120	6
5123	11
5140	11
5143	1
5144	1
5145	10
5150	6
5158	1
5170	6
5229	10
5231	7
5238	3
5240	4
5252	9
5285	9
5331	1
5387	10
5506	10
5525	1
5953	9
5969	10
5970	10
5971	10
5972	10
5973	10
5974	10
6001	10
6002	10
6049	1
6050	1
6094	10
6099	2
6104	4
6105	4
6235	6
6527	10
6536	10
6538	10
6543	10
6549	1
6550	1
6553	10
6577	7
7120	10
7121	10
7122	2
7127	10
7152	7
7153	7
7158	9
7615	12
7628	10
7629	10
7666	12
7667	12
7763	10
7764	10
7775	1
7791	14
7877	11
7908	14
7909	14
7910	14
8042	12
8353	11
8354	11
8389	6
8488	10
8489	10
8498	10
8499	10
8542	10
8543	10
8677	11
8847	8
